IDENTIFIKA»NÕ »ÕSLO,DRUH POZEMNÕ KOMUNIKACE,»ÕSLO POZEMNÕ KOMUNIKACE,"den, mÏsÌc, rok",,Ëas ,DRUH NEHODY,DRUH SR¡éKY JEDOUCÕCH VOZIDEL,DRUH PEVN… PÿEK¡éKY,CHARAKTER NEHODY,ZAVINÃNÕ NEHODY,ALKOHOL U VINÕKA NEHODY PÿÕTOMEN,HLAVNÕ PÿÕ»INY NEHODY,usmrceno osob,tÏûce zranÏno osob,lehce zranÏno osob,CELKOV¡ HMOTN¡ äKODA,DRUH POVRCHU VOZOVKY,STAV POVRCHU VOZOVKY V DOBÃ NEHODY,STAV KOMUNIKACE,POVÃTRNOSTNÕ PODMÕNKY V DOBÃ NEHODY,VIDITELNOST,ROZHLEDOV… POMÃRY,DÃLENÕ KOMUNIKACE,SITUOV¡NÕ NEHODY NA KOMUNIKACI,ÿÕZENÕ PROVOZU V DOBÃ NEHODY,MÕSTNÕ ⁄PRAVA PÿEDNOSTI V JÕZDÃ,SPECIFICK¡ MÕSTA A OBJEKTY V MÕSTÃ NEHODY,SMÃROV… POMÃRY,PO»ET Z⁄»ASTNÃN›CH VOZIDEL,MÕSTO DOPRAVNÕ NEHODY,DRUH KÿIéUJÕCÕ KOMUNIKACE,DRUH VOZIDLA,V›ROBNÕ ZNA»KA MOTOROV…HO VOZIDLA,ROK V›ROBY VOZIDLA,CHARAKTERISTIKA VOZIDLA ,SMYK,VOZIDLO PO NEHODÃ,"⁄NIK PROVOZNÕCH, PÿEPRAVOVAN›CH HMOT",ZPŸSOB VYPROäTÃNÕ OSOB Z VOZIDLA,SMÃR JÕZDY NEBO POSTAVENÕ VOZIDLA,äKODA NA VOZIDLE,KATEGORIE ÿIDI»E,STAV ÿIDI»E,VNÃJäÕ OVLIVNÃNÕ ÿIDI»E,nan.1,nan.2,nan.3,nan.4,nan.5,nan.6,nan.7,nan.8,nan.9,nan.10,nan.11,nan.12,nan.13,nan.14,nan.15,nan.16,nan.17,nan.18,LOKALITA NEHODY
2100190045,5,,2019-01-02,3,1055,1,2,0,2,1,2,502,0,0,0,300,2,1,1,1,1,1,2,1,0,0,0,1,2,0,,3,39.0,01,1.0,0.0,1.0,0.0,1.0,1.0,100,2.0,1.0,1.0,,,"-743400,153","-1049190,247","-743400,204","-1049192,058",PRAHA4,VRBOVA,,sledovan·komunikace,,,,,,,,,1
2100190046,5,,2019-01-02,3,1150,1,3,0,2,1,2,411,0,0,0,300,2,1,1,1,1,1,4,1,0,5,0,1,2,0,,3,39.0,14,3.0,0.0,1.0,0.0,1.0,1.0,200,2.0,1.0,1.0,,,"-736747,414","-1037394,104","-736747,084","-1037394,162",PRAHA8,CÕMOVECK¡,,uzel,,,,,,,,,1
2100190047,5,,2019-01-02,3,1215,1,4,0,2,1,2,503,0,0,0,500,2,1,1,1,1,1,5,1,0,0,0,1,2,0,,5,10.0,18,3.0,0.0,1.0,0.0,1.0,1.0,200,3.0,1.0,1.0,,,"-742584,065","-1042765,015","-742583,865","-1042765,501",PRAHA6,Sl·nsk·,,mÌstnÌkomunikace,,273083.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,445614.0,GN_V0.1UIR-ADR_410,1
2100190048,8,,2019-01-02,3,1215,2,0,0,2,1,2,509,0,0,0,50,2,1,1,1,1,1,1,1,0,0,9,1,2,0,,3,26.0,10,9.0,0.0,1.0,0.0,1.0,5.0,0,2.0,1.0,1.0,,,"-738849,542","-1044011,951","-738849,657","-1044010,327",PRAHA3éiûkov,UN¡KLADOV…HON¡DRAéÕ,,mÌstnÌkomunikace,,,,,,,,,1
2100190049,4,,2019-01-02,3,1255,1,3,0,2,1,2,405,0,0,0,600,2,3,1,1,1,1,0,1,2,0,2,4,2,19,,3,39.0,02,1.0,0.0,1.0,0.0,1.0,48.0,300,2.0,1.0,1.0,,,"-736192,456","-1039953,239","-736191,768","-1039954,296",PRAHA10,Proseck·,,mÌstnÌkomunikace,,261764.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,466476.0,GN_V0.1UIR-ADR_410,1
2100190050,6,,2019-01-02,3,1250,1,4,0,2,1,2,503,0,0,0,2000,2,1,1,1,1,1,1,1,0,0,0,1,2,0,,3,35.0,17,3.0,0.0,1.0,0.0,1.0,5.0,1000,2.0,1.0,1.0,,,"-737921,679","-1049846,714","-737924,218","-1049844,836",PRAHA4,T‹RKOVA,,mÌstnÌkomunikace,,301032.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,447510.0,GN_V0.1UIR-ADR_410,1
2100190051,6,,2019-01-02,3,1147,8,2,0,2,1,2,411,0,0,0,900,2,1,1,1,1,1,5,7,0,5,2,1,2,0,,3,4.0,17,9.0,0.0,1.0,0.0,1.0,5.0,400,2.0,1.0,1.0,,,"-742625,384","-1042813,018","-742626,08","-1042825,484",PRAHA1-STAR…MÃSTO,Smetanovon·b¯eûÌ,,mÌstnÌkomunikace,,712099.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,455865.0,GN_V0.1UIR-ADR_410,1
2100190052,5,,2019-01-02,3,1410,1,2,0,2,1,2,411,0,0,0,800,2,1,1,1,1,1,5,1,0,5,0,1,2,0,,3,39.0,18,1.0,0.0,1.0,0.0,1.0,1.0,500,2.0,1.0,1.0,,,"-740924,285","-1040958,291","-740924,436","-1040958,213",PRAHA7,Argentinsk·,,mÌstnÌkomunikace,,3294523.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,443034.0,GN_V0.1UIR-ADR_410,1
2100190053,6,,2019-01-01,2,2560,2,0,0,2,1,0,516,0,0,0,200,2,1,1,1,1,1,1,1,0,5,1,1,2,0,,17,,XX,,,,,,,0,,,,,,"-743955,764","-1048912,345","-743955,723","-1048912,434",PRAHA4-BRANÕK,Nadstrouhou,,mÌstnÌkomunikace,,714277.0,,,Pomal˝,554782.0,461474.0,GN_V0.1UIR-ADR_410,1
2100190054,6,,2019-01-01,2,2560,2,0,0,2,1,0,516,0,0,0,300,2,3,1,1,1,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-747196,664","-1043238,077","-747195,012","-1043237,645",PRAHA6B¯evnov,MICHALOVICOVA,,mÌstnÌkomunikace,,,,,,,,,1
2100190055,5,,2019-01-02,3,1520,1,4,0,2,1,2,503,0,0,0,200,2,3,1,1,1,1,5,1,0,5,2,1,2,0,,3,32.0,04,1.0,0.0,1.0,0.0,1.0,1.0,100,2.0,1.0,1.0,,,"-742499,546","-1044206,833","-742499,574","-1044206,977",PRAHA1NovÈMÏsto,éITN¡,,sledovan·komunikace,,,,,,,,,1
2100190056,6,,2019-01-01,2,2560,2,0,0,2,1,0,516,0,0,0,50,2,1,1,1,1,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-741626,475","-1043129,457","-741623,387","-1043130,083",PRAHA2,Wilsonova,,mÌstnÌkomunikace,,1729966.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,507105.0,GN_V0.1UIR-ADR_410,1
2100190057,6,,2019-01-02,3,2560,2,0,0,2,1,0,516,0,0,0,50,2,3,1,1,1,1,1,1,0,5,2,1,2,0,,17,,XX,,,,,,,0,,,,,,"-743956,410","-1045649,146","-743956,202","-1045660,848",PRAHA5,UKr·lovskÈlouky,,mÌstnÌkomunikace,,,,,,,,,1
2100190058,8,,2019-01-02,3,2560,2,0,0,2,1,0,516,0,0,0,200,2,3,1,1,1,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-739184,759","-1040401,43","-739184,838","-1040401,057",PRAHA8,Bulovka,,mÌstnÌkomunikace,,1481366.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,444456.0,GN_V0.1UIR-ADR_410,1
2100190059,5,,2019-01-01,2,2560,2,0,0,2,1,0,516,0,0,0,600,2,3,1,1,1,1,2,1,0,5,2,1,2,0,,17,,XX,,,,,,,0,,,,,,"-748354,921","-1042932,183","-748355,234","-1042932,354",PRAHA6,NAVYPICHU,,sledovan·komunikace,,,,,,,,,1
2100190060,6,,2019-01-02,3,1650,1,4,0,2,1,2,503,0,0,0,200,2,5,1,1,4,1,0,1,3,3,0,4,2,10,,3,41.0,14,1.0,0.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,,,"-731961,337","-1047384,648","-731960,998","-1047383,958",Praha10,MÏstsk·,,mÌstnÌkomunikace,,1681430.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,491284.0,GN_V0.1UIR-ADR_410,1
2100190061,6,,2019-01-01,2,2560,2,0,0,2,1,0,516,0,0,0,200,2,1,1,1,1,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-737224,450","-1050888,142","-737224,502","-1050886,229",PRAHA4Chodov,ZDIMÃÿICK¡,,mÌstnÌkomunikace,,,,,,,,,1
2100190062,5,,2019-01-02,3,1650,1,4,0,2,1,2,503,0,0,0,400,2,1,1,1,4,1,3,1,0,0,0,1,2,0,,3,39.0,,1.0,0.0,1.0,0.0,1.0,1.0,200,3.0,1.0,1.0,,,"-736101,979","-1046431,804","-736102,717","-1046429,353",PRAHA15(HORNÕMÃCHOLUPY)Hostiva¯,JIéNÕSPOJKA,,mÌstnÌkomunikace,,,,,,,,,1
2100190063,5,,2019-01-02,3,1820,1,4,0,2,1,0,503,0,0,0,100,2,3,1,1,4,1,2,1,0,0,0,1,2,0,,3,4.0,12,1.0,0.0,4.0,0.0,1.0,1.0,0,9.0,,,,,"-743106,615","-1045215,259","-743107,092","-1045215,394",PRAHA2,Naslupi,,mÌstnÌkomunikace,,284503.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,459283.0,GN_V0.1UIR-ADR_410,1
2100190064,6,,2019-01-01,2,2560,2,0,0,2,1,0,516,0,0,0,300,2,3,1,1,1,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-733695,410","-1042359,034","-733695,549","-1042359,121",PRAHA14(»ERN›MOST)HloubÏtÌn,CIDLINSK¡,,mÌstnÌkomunikace,,,,,,,,,1
2100190065,5,,2019-01-02,3,1850,1,4,0,2,1,2,503,0,0,0,800,2,3,1,1,4,1,2,1,0,5,2,1,2,0,,5,26.0,06,3.0,0.0,1.0,0.0,1.0,1.0,300,3.0,1.0,1.0,,,"-744880,263","-1044230,326","-744880,502","-1044229,739",PRAHA5,N·chodsk·,,sledovan·komunikace,,,,,,,,,1
2100190066,5,,2019-01-02,3,1840,1,4,0,2,1,2,503,0,0,0,450,2,1,1,1,4,1,2,1,0,0,0,1,2,0,,3,13.0,00,1.0,0.0,1.0,0.0,1.0,1.0,300,4.0,1.0,1.0,,,"-748023,065","-1042549,456","-748021,742","-1042550,264",Prah6,Ankarsk·,,mÌstnÌkomunikace,,2690807.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,455172.0,GN_V0.1UIR-ADR_410,1
2100190067,6,,2019-01-01,2,2560,2,0,0,2,1,0,516,0,0,0,400,2,1,1,1,1,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-746304,778","-1040825,819","-746302,509","-1040828,053",PRAHA6,NaPernik·¯ce,,mÌstnÌkomunikace,,264361.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,458741.0,GN_V0.1UIR-ADR_410,1
2100190068,6,,2019-01-02,3,2560,2,0,0,2,1,0,516,0,0,0,50,2,3,1,1,1,1,1,1,0,0,0,1,2,0,,3,2.0,13,3.0,0.0,4.0,0.0,1.0,5.0,0,9.0,,,,,"-741508,055","-1048182,526","-741517,090","-1048183,990",PRAHA4,A.Staöka,,mÌstnÌkomunikace,,,,,,,,,1
2100190069,5,,2019-01-02,3,1930,1,2,0,2,1,0,411,0,0,0,50,2,3,1,1,4,1,5,1,0,5,0,1,2,0,,3,39.0,18,3.0,0.0,4.0,0.0,1.0,1.0,0,9.0,,,,,"-744296,939","-1045799,263","-744295,411","-1045799,330",PRAHA5SmÌchov,DOBÿÕäSK¡,,sledovan·komunikace,,,,,,,,,1
2100190070,5,,2019-01-02,3,1825,5,0,0,2,4,0,100,0,0,0,300,2,1,1,1,4,1,3,1,0,0,0,1,1,0,,3,39.0,09,1.0,0.0,1.0,0.0,1.0,1.0,300,2.0,1.0,1.0,,,"-739704,559","-1036032,529","-739703,094","-1036033,073",Praha8DOLNÕCHABRY,⁄STECK¡,,sledovan·komunikace,,,,,,,,,1
2100190071,5,,2019-01-02,3,1825,1,4,0,2,1,2,503,0,0,0,600,2,3,1,1,4,1,3,1,0,0,0,1,2,0,,3,47.0,11,1.0,0.0,1.0,0.0,1.0,1.0,200,2.0,1.0,1.0,,,"-739704,558","-1036030,835","-739702,541","-1036031,586",Praha8-DOLNÕCHABRY,⁄STECK¡,,sledovan·komunikace,,,,,,,,,1
2100190072,6,,2019-01-02,3,2000,2,0,0,2,1,2,504,0,0,0,300,2,6,1,1,4,1,1,1,0,0,0,1,2,0,,3,39.0,04,1.0,0.0,1.0,0.0,1.0,5.0,100,4.0,1.0,1.0,,,"-738161,242","-1038591,017","-738161,162","-1038590,999",PRAHA8,Fr˝dlantsk·,,mÌstnÌkomunikace,,1684692.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,483729.0,GN_V0.1UIR-ADR_410,1
2100190073,5,,2019-01-02,3,2100,1,4,0,2,1,2,503,0,0,0,500,2,3,1,1,4,1,2,1,0,0,0,1,2,0,,3,39.0,10,1.0,0.0,1.0,0.0,1.0,1.0,300,2.0,1.0,1.0,,,"-744363,76","-1045580,847","-744362,525","-1045583,705",PRAHA5,Radlick·,,mÌstnÌkomunikace,,2775367.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,467359.0,GN_V0.1UIR-ADR_410,1
2100190074,4,,2019-01-02,3,2135,4,0,0,1,1,2,412,0,1,0,300,2,3,1,1,4,1,0,1,3,3,1,5,1,19,,3,4.0,15,3.0,0.0,1.0,0.0,1.0,67.0,300,2.0,1.0,1.0,,,"-744887,943","-1041925,312","-744887,978","-1041925,88",PRAHA6,NaO¯echovce,,mÌstnÌkomunikace,,268845.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,458562.0,GN_V0.1UIR-ADR_410,1
2100190075,6,,2019-01-02,3,2240,2,0,0,2,1,0,511,0,0,0,1450,2,1,1,1,4,1,1,1,0,0,0,1,5,0,,5,13.0,13,1.0,0.0,1.0,0.0,1.0,5.0,700,3.0,0.0,0.0,,,"-741432,471","-1050068,817","-741430,419","-1050069,059",PRAHA4,BERNOL¡KOVA,,mÌstnÌkomunikace,,,,,,,,,1
2100190076,6,,2019-01-03,4,1,2,0,0,2,1,2,502,0,0,0,500,1,1,1,1,4,1,1,1,0,0,0,1,2,0,,8,59.0,06,5.0,0.0,1.0,0.0,1.0,5.0,200,4.0,1.0,1.0,,,"-747112,262","-1044742,224","-747112,994","-1044744,296",PRAHA5,VCibulk·ch,,mÌstnÌkomunikace,,282548.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,476081.0,GN_V0.1UIR-ADR_410,1
2100190077,5,,2019-01-03,4,245,3,0,3,2,1,0,511,0,0,0,300,2,1,1,1,4,1,2,1,0,5,2,3,1,0,,3,48.0,18,3.0,0.0,1.0,0.0,1.0,1.0,300,4.0,0.0,0.0,,,"-736241,991","-1048550,964","-736240,465","-1048547,960",PRAHA10,KHORK¡M,,sledovan·komunikace,,,,,,,,,1
2100190078,5,,2019-01-03,4,510,1,3,0,1,1,2,411,0,0,1,1650,2,1,1,1,4,1,3,1,0,5,0,1,3,0,,3,39.0,10,1.0,0.0,1.0,0.0,1.0,1.0,1200,3.0,1.0,1.0,,,"-740691,356","-1048914,709","-740691,396","-1048915,659",PRAHA4Michle,JIéNÕSPOJKA,,sledovan·komunikace,,,,,,,,,1
2100190079,5,,2019-01-03,4,640,1,3,0,2,1,2,411,0,0,0,150,2,1,1,1,4,1,3,1,0,5,0,1,2,0,,7,26.0,,3.0,0.0,0.0,0.0,1.0,1.0,100,3.0,1.0,1.0,,,"-738694,499","-1048674,479","-738692,594","-1048675,545",PRAHA4-CHODOV,Spo¯ilovsk·,,mÌstnÌkomunikace,,1873161.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,507539.0,GN_V0.1UIR-ADR_410,1
2100190080,8,,2019-01-03,4,710,3,0,3,2,1,2,508,0,0,0,1400,1,1,1,1,4,1,1,1,0,0,10,1,1,0,,3,17.0,16,3.0,0.0,1.0,0.0,1.0,5.0,1400,2.0,1.0,1.0,,,"-744782,755","-1044621,944","-744783,196","-1044618,970",PRAHA5SmÌchov,Mozartova,,mÌstnÌkomunikace,,,,,,,,,1
2100190081,6,,2019-01-01,2,2560,3,0,9,2,1,0,516,0,0,0,200,2,1,1,1,4,1,1,1,0,0,0,1,1,0,,17,,XX,,,,,,,0,,,,,,"-751344,303","-1046455,623","-751344,303","-1046455,000",PRAHA5,H¡BOVA,,mÌstnÌkomunikace,,,,,,,,,1
2100190082,5,,2019-01-03,4,730,1,3,0,2,1,2,410,0,0,0,600,2,1,1,1,2,1,0,1,3,3,0,5,2,10,,3,39.0,03,1.0,0.0,1.0,0.0,1.0,1.0,300,2.0,1.0,1.0,,,"-736629,754","-1042219,083","-736628,947","-1042219,071",PRAHA9-VYSO»ANY,PodÏbradsk·,,mÌstnÌkomunikace,,270254.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,465879.0,GN_V0.1UIR-ADR_410,1
2100190083,5,,2019-01-03,4,802,1,4,0,2,1,0,503,0,0,0,200,2,1,1,1,1,1,5,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-752043,691","-1038633,544","-752044,095","-1038633,829",PRAHA6RuzynÏ,LIPSK¡,,uzel,,,,,,,,,1
2100190084,6,,2019-01-03,4,850,1,3,0,2,1,2,403,0,0,0,2200,2,3,1,1,1,1,0,1,3,3,0,5,2,10,,3,39.0,16,9.0,0.0,0.0,0.0,1.0,5.0,1500,2.0,1.0,1.0,,,"-745838,358","-1043309,550","-745837,451","-1043309,097",PRAHA6B¯evnov,MARAT”NSK¡,,mÌstnÌkomunikace,,,,,,,,,1
2100190085,5,,2019-01-03,4,930,1,3,0,2,1,2,410,0,0,0,250,2,1,1,1,1,1,2,1,0,5,0,1,2,0,,3,27.0,15,3.0,0.0,1.0,0.0,1.0,3.0,150,2.0,1.0,1.0,,,"-740633,211","-1044663,779","-740633,299","-1044664,517",Praha10,KorunnÌ,,mÌstnÌkomunikace,,281950.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,464058.0,GN_V0.1UIR-ADR_410,1
2100190086,6,,2019-01-03,4,950,2,0,0,2,1,2,504,0,0,0,200,1,3,1,5,1,1,1,1,0,0,0,1,2,0,,3,26.0,13,3.0,0.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,,,"-744202,627","-1041573,078","-744199,647","-1041570,146",PRAHA6,DEJVICK¡,,mÌstnÌkomunikace,,,,,,,,,1
2100190087,6,,2019-01-03,4,954,1,3,0,2,1,2,403,0,0,0,700,1,3,1,1,1,1,0,1,3,3,0,4,2,10,,3,12.0,05,1.0,0.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,,,"-743486,699","-1044806,939","-743486,731","-1044807,397",PRAHA2-NOV…MÃSTO,Trojick·,,mÌstnÌkomunikace,,713057.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,472379.0,GN_V0.1UIR-ADR_410,1
2100190088,5,,2019-01-03,4,910,1,4,0,1,1,2,503,0,0,1,1000,2,1,1,1,1,1,2,1,0,0,0,1,3,0,,3,17.0,08,1.0,0.0,1.0,0.0,1.0,1.0,400,2.0,1.0,1.0,,,"-742391,265","-1044999,026","-742391,481","-1044999,015",PRAHA2-NOV…MÃSTO,Legerova,,mÌstnÌkomunikace,,1657938.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,499439.0,GN_V0.1UIR-ADR_410,1
2100190089,5,,2019-01-01,2,2560,1,4,0,2,1,2,201,0,0,0,300,2,1,1,1,1,1,6,1,0,0,0,1,2,0,,7,10.0,11,3.0,0.0,1.0,0.0,1.0,1.0,100,4.0,1.0,1.0,,,"-741952,372","-1043651,118","-741952,071","-1043652,138",PRAHA1NovÈMÏsto,WILSONOVA,,uzel,,,,,,,,,1
2100190090,5,,2019-01-03,4,1045,3,0,6,2,1,2,502,0,0,0,1000,2,3,1,1,1,1,5,1,0,0,0,1,1,0,,8,26.0,16,3.0,0.0,0.0,0.0,1.0,3.0,700,4.0,1.0,1.0,,,"-741952,372","-1043651,118","-741952,071","-1043652,138",PRAHA1NovÈMÏsto,WILSONOVA,,uzel,,,,,,,,,1
2100190091,6,,2019-01-03,4,1100,1,2,0,2,1,2,502,0,0,0,500,1,8,1,5,3,1,1,1,0,0,0,1,2,0,,5,26.0,12,3.0,0.0,1.0,0.0,1.0,5.0,100,3.0,1.0,1.0,,,"-745935,760","-1043071,542","-745935,691","-1043072,438",PRAHA6B¯evnov,Z¡VÃRKA,,mÌstnÌkomunikace,,,,,,,,,1
2100190092,6,,2019-01-03,4,1120,3,0,2,2,1,2,508,0,0,0,200,2,3,1,1,1,1,1,1,0,0,0,1,1,0,,3,32.0,99,1.0,0.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,,,"-744134,915","-1040299,811","-744133,034","-1040298,179",PRAHA6,VESTRUH¡CH,,mÌstnÌkomunikace,,,,,,,,,1
2100190093,5,,2019-01-03,4,1130,3,0,1,2,1,2,204,0,0,0,310,2,6,1,5,3,1,3,1,0,0,0,1,1,0,,3,32.0,03,1.0,1.0,1.0,0.0,1.0,1.0,300,2.0,1.0,1.0,,,"-740741,031","-1039001,975","-740740,942","-1039001,568",PRAHA8-KOBYLISY,»imick·,,mÌstnÌkomunikace,,3312903.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,445266.0,GN_V0.1UIR-ADR_410,1
2100190094,6,,2019-01-03,4,1150,3,0,2,2,1,2,204,0,0,0,1000,2,6,1,5,3,3,1,1,0,0,0,3,1,0,,3,39.0,15,3.0,1.0,0.0,0.0,1.0,5.0,800,2.0,1.0,1.0,,,"-736421,355","-1046454,248","-736424,357","-1046454,000",PRAHA10Straönice,PÿETLUCK¡,,mÌstnÌkomunikace,,,,,,,,,1
2100190095,8,,2019-01-03,4,1150,1,1,0,2,1,2,204,0,0,0,850,2,5,1,1,1,1,1,1,0,0,10,1,2,0,,3,39.0,00,1.0,1.0,1.0,0.0,1.0,5.0,250,2.0,1.0,1.0,,,"-735590,548","-1037937,708","-735590,699","-1037937,428",PRAHA9LetÚany,JAN»OVA,,mÌstnÌkomunikace,,,,,,,,,1
2100190096,6,,2019-01-03,4,1200,1,3,0,2,1,2,204,0,0,0,300,2,6,1,1,1,1,1,1,0,0,0,1,2,0,,3,44.0,17,1.0,1.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,,,"-737250,704","-1039929,726","-737249,879","-1039931,036",PRAHA9,VELTRUSK¡,,mÌstnÌkomunikace,,,,,,,,,1
2100190097,6,,2019-01-03,4,1150,3,0,2,2,1,2,204,0,0,0,1150,2,3,1,1,1,1,1,1,0,0,0,1,1,0,,3,48.0,17,3.0,1.0,1.0,0.0,1.0,5.0,1000,2.0,1.0,1.0,,,"-726297,164","-1043978,7","-726296,95","-1043980,365",PRAHA9-KL¡NOVICE,Vtrnin·ch,,mÌstnÌkomunikace,,278801.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,487813.0,GN_V0.1UIR-ADR_410,1
2100190098,6,,2019-01-03,4,1200,2,0,0,2,1,2,204,0,0,0,1200,2,6,1,1,1,1,1,1,0,0,0,3,2,0,,3,2.0,15,3.0,1.0,1.0,0.0,1.0,5.0,500,2.0,1.0,1.0,,,"-732069,615","-1042952,648","-732069,616","-1042953,050",PRAHA14»ern˝Most,ARNOäTAVALENTY,,mÌstnÌkomunikace,,,,,,,,,1
2100190099,6,,2019-01-03,4,2560,2,0,0,2,1,0,516,0,0,0,500,2,6,1,5,3,1,0,0,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-732072,023","-1042952,223","-732072,658","-1042952,249",Praha9,ArnoötaValenty,,mÌstnÌkomunikace,,1599616.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,508021.0,GN_V0.1UIR-ADR_410,1
2100190100,8,,2019-01-03,4,1215,3,0,9,2,1,2,204,0,0,0,220,2,6,1,5,3,1,1,1,0,0,10,3,1,0,,3,39.0,02,1.0,1.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,,,"-731084,574","-1050920,875","-731084,584","-1050920,87",PRAHA10-UHÿÕNÃVES,NovÈn·mÏstÌ,,mÌstnÌkomunikace,,1684467.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,716049.0,GN_V0.1UIR-ADR_410,1
2100190101,8,,2019-01-03,4,2560,2,0,0,2,1,0,516,0,0,0,150,2,3,1,1,1,1,1,1,0,0,10,1,2,0,,17,,XX,,,,,,,0,,,,,,"-743180,775","-1044536,753","-743180,590","-1044534,257",PRAHA2NovÈMÏsto,KARLOVON¡M.,,uzel,,,,,,,,,1
2100190102,6,,2019-01-03,4,1220,3,0,3,2,1,2,204,0,0,0,220,2,6,1,5,3,1,0,1,3,3,0,5,1,10,,3,44.0,18,3.0,1.0,1.0,0.0,1.0,5.0,200,3.0,1.0,1.0,,,"-725944,126","-1046763,03","-725944,557","-1046762,791",PRAHA9-⁄JEZDNADLESY,T¯ebÏtÌnsk·,,mÌstnÌkomunikace,,290191.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,492698.0,GN_V0.1UIR-ADR_410,1
2100190103,6,,2019-01-03,4,1310,2,0,0,2,1,2,502,0,0,0,250,2,3,1,1,1,1,1,1,0,0,0,1,2,0,,3,13.0,04,9.0,0.0,1.0,0.0,1.0,5.0,100,3.0,1.0,1.0,,,"-740630,054","-1042965,368","-740630,551","-1042962,696",PRAHA8KarlÌn,PERNEROVA,,mÌstnÌkomunikace,,,,,,,,,1
2100190104,5,,2019-01-03,4,1310,1,4,0,2,1,2,411,0,0,0,200,2,3,1,1,1,1,5,1,0,5,0,1,2,0,,3,39.0,11,1.0,0.0,0.0,0.0,1.0,3.0,100,2.0,1.0,1.0,,,"-749035,147","-1046817,710","-749035,096","-1046818,814",PRAHA5Stod˘lky,JEREMI¡äOVA,,sledovan·komunikace,,,,,,,,,1
2100190105,6,,2019-01-03,4,2560,2,0,0,2,1,0,516,0,0,0,100,2,3,1,1,1,1,1,1,0,0,0,1,2,0,,3,41.0,03,3.0,0.0,4.0,0.0,1.0,5.0,0,9.0,,,,,"-740224,374","-1040925,859","-740223,267","-1040925,398",PRAHA7-HOLEäOVICE,Jankovcova,,mÌstnÌkomunikace,,2375391.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,449423.0,GN_V0.1UIR-ADR_410,1
2100190106,6,,2019-01-03,4,1240,2,0,0,2,1,2,204,0,0,0,600,2,6,1,5,3,1,1,1,0,0,0,2,2,0,,3,12.0,00,1.0,1.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,,,"-745254,027","-1045889,054","-745252,339","-1045888,837",PRAHA5,PECHL¡TOVA,,mÌstnÌkomunikace,,,,,,,,,1
